"Method","Trait","pval","estimate","se","lower","upper","length"
"MVMR-cML",2,1e-04,-1.103,0.253,-1.599,-0.607,0.992
"MVMR-cML",2,1e-06,-1.055,0.277,-1.598,-0.513,1.085
"MVMR-cML",2,1e-08,-0.99,0.277,-1.533,-0.447,1.086
"FLOW-MR",2,0.01,0.065,0.198,-0.32,0.461,0.781
"FLOW-MR",2,1e-04,0.058,0.199,-0.324,0.458,0.782
"FLOW-MR",2,1e-06,0.05,0.186,-0.301,0.421,0.722
"FLOW-MR",2,1e-08,0.026,0.185,-0.323,0.401,0.724
"MVMR-Horse",2,0.01,-0.098,0.105,-0.312,0.099,0.411
"MVMR-Horse",2,1e-04,-0.083,0.102,-0.287,0.114,0.401
"MVMR-Horse",2,1e-06,-0.072,0.096,-0.26,0.117,0.377
"MVMR-Horse",2,1e-08,-0.054,0.098,-0.246,0.136,0.382
"FLOW-MR-indirect",2,0.01,0.837,0,0.52,1.176,0.656
"FLOW-MR-indirect",2,1e-04,0.856,0,0.528,1.231,0.703
"FLOW-MR-indirect",2,1e-06,0.859,0,0.541,1.185,0.644
"FLOW-MR-indirect",2,1e-08,0.882,0,0.573,1.209,0.636
"MVMR-IVW",2,0.01,0.037,0.07,-0.1,0.175,0.275
"MVMR-IVW",2,1e-04,0.068,0.077,-0.083,0.22,0.303
"MVMR-IVW",2,1e-06,0.045,0.086,-0.123,0.213,0.336
"MVMR-IVW",2,1e-08,0.056,0.089,-0.119,0.23,0.349
"GRAPPLE",2,0.01,0.095,0.531,-0.946,1.137,2.083
"GRAPPLE",2,1e-04,0.196,0.557,-0.895,1.287,2.182
"GRAPPLE",2,1e-06,0.03,0.703,-1.348,1.408,2.756
"GRAPPLE",2,1e-08,0.055,0.531,-0.987,1.096,2.083
"MVMR-Egger",2,0.01,0.043,0.069,-0.093,0.179,0.272
"MVMR-Egger",2,1e-04,0.068,0.077,-0.083,0.219,0.302
"MVMR-Egger",2,1e-06,0.039,0.086,-0.13,0.208,0.338
"MVMR-Egger",2,1e-08,0.048,0.089,-0.126,0.222,0.348
"MVMR-Robust",2,0.01,0.007,0.056,-0.102,0.117,0.219
"MVMR-Robust",2,1e-04,0.023,0.057,-0.088,0.135,0.223
"MVMR-Robust",2,1e-06,-0.012,0.061,-0.132,0.108,0.24
"MVMR-Robust",2,1e-08,-0.005,0.064,-0.131,0.121,0.252
"MVMR-cML",2,0.01,-0.792,0.188,-1.159,-0.424,0.735
"MVMR-cML",2,1e-04,-0.565,0.177,-0.912,-0.217,0.695
"MVMR-cML",2,1e-06,-0.68,0.226,-1.122,-0.238,0.884
"MVMR-cML",2,1e-08,-0.68,0.226,-1.123,-0.238,0.885
"FLOW-MR",2,0.01,0.174,0.218,-0.237,0.627,0.864
"FLOW-MR",2,1e-04,0.236,0.235,-0.201,0.72,0.921
"FLOW-MR",2,1e-06,0.21,0.249,-0.265,0.713,0.978
"FLOW-MR",2,1e-08,0.232,0.236,-0.223,0.708,0.931
"MVMR-Horse",2,0.01,-0.02,0.096,-0.216,0.172,0.388
"MVMR-Horse",2,1e-04,-0.001,0.093,-0.182,0.181,0.363
"MVMR-Horse",2,1e-06,-0.03,0.098,-0.222,0.164,0.386
"MVMR-Horse",2,1e-08,-0.012,0.094,-0.197,0.174,0.371
"FLOW-MR-indirect",2,0.01,0.722,0,0.346,1.104,0.758
"FLOW-MR-indirect",2,1e-04,0.674,0,0.272,1.06,0.788
"FLOW-MR-indirect",2,1e-06,0.702,0,0.266,1.14,0.874
"FLOW-MR-indirect",2,1e-08,0.67,0,0.257,1.089,0.832
"MVMR-IVW",2,0.01,0.062,0.067,-0.07,0.193,0.263
"MVMR-IVW",2,1e-04,0.07,0.071,-0.07,0.21,0.28
"MVMR-IVW",2,1e-06,0.077,0.079,-0.078,0.233,0.311
"MVMR-IVW",2,1e-08,0.127,0.082,-0.033,0.287,0.32
"GRAPPLE",2,0.01,0.295,0.328,-0.349,0.939,1.288
"GRAPPLE",2,1e-04,0.306,0.274,-0.232,0.843,1.075
"GRAPPLE",2,1e-06,0.416,0.333,-0.236,1.068,1.304
"GRAPPLE",2,1e-08,3.952,7.388,-10.529,18.433,28.962
"MVMR-Egger",2,0.01,0.055,0.067,-0.076,0.186,0.262
"MVMR-Egger",2,1e-04,0.066,0.071,-0.075,0.206,0.281
"MVMR-Egger",2,1e-06,0.077,0.08,-0.079,0.233,0.312
"MVMR-Egger",2,1e-08,0.126,0.081,-0.033,0.286,0.319
"MVMR-Robust",2,0.01,0.093,0.051,-0.008,0.193,0.201
"MVMR-Robust",2,1e-04,0.102,0.054,-0.005,0.209,0.214
"MVMR-Robust",2,1e-06,0.115,0.063,-0.009,0.239,0.248
"MVMR-Robust",2,1e-08,0.119,0.066,-0.011,0.249,0.26
"MVMR-cML",2,0.01,0.711,0.172,0.374,1.048,0.674
"MVMR-cML",2,1e-04,0.806,0.192,0.43,1.183,0.753
"MVMR-cML",2,1e-06,0.756,0.177,0.408,1.103,0.695
"MVMR-cML",2,1e-08,0.708,0.184,0.348,1.068,0.72
"FLOW-MR",2,0.01,0.258,0.174,-0.066,0.619,0.685
"FLOW-MR",2,1e-04,0.254,0.161,-0.053,0.587,0.64
"FLOW-MR",2,1e-06,0.285,0.184,-0.06,0.668,0.728
"FLOW-MR",2,1e-08,0.335,0.188,-0.02,0.716,0.736
"MVMR-Horse",2,0.01,0.1,0.076,-0.05,0.251,0.301
"MVMR-Horse",2,1e-04,0.112,0.078,-0.034,0.268,0.302
"MVMR-Horse",2,1e-06,0.124,0.087,-0.048,0.296,0.344
"MVMR-Horse",2,1e-08,0.142,0.092,-0.032,0.33,0.362
"FLOW-MR-indirect",2,0.01,0.591,0,0.289,0.879,0.59
"FLOW-MR-indirect",2,1e-04,0.593,0,0.313,0.868,0.555
"FLOW-MR-indirect",2,1e-06,0.581,0,0.259,0.887,0.628
"FLOW-MR-indirect",2,1e-08,0.542,0,0.207,0.868,0.661
"MVMR-IVW",2,0.01,-0.045,0.065,-0.173,0.083,0.256
"MVMR-IVW",2,1e-04,-0.037,0.07,-0.175,0.101,0.276
"MVMR-IVW",2,1e-06,-0.012,0.077,-0.163,0.139,0.302
"MVMR-IVW",2,1e-08,-0.015,0.077,-0.165,0.135,0.3
"GRAPPLE",2,0.01,-0.14,0.17,-0.473,0.192,0.665
"GRAPPLE",2,1e-04,-0.096,0.175,-0.438,0.247,0.685
"GRAPPLE",2,1e-06,-0.034,0.191,-0.408,0.341,0.749
"GRAPPLE",2,1e-08,-0.041,0.182,-0.397,0.315,0.712
"MVMR-Egger",2,0.01,-0.052,0.066,-0.181,0.076,0.257
"MVMR-Egger",2,1e-04,-0.041,0.071,-0.179,0.097,0.276
"MVMR-Egger",2,1e-06,-0.013,0.077,-0.164,0.138,0.302
"MVMR-Egger",2,1e-08,-0.024,0.077,-0.175,0.127,0.302
"MVMR-Robust",2,0.01,-0.039,0.056,-0.148,0.07,0.218
"MVMR-Robust",2,1e-04,-0.031,0.06,-0.149,0.088,0.237
"MVMR-Robust",2,1e-06,-0.011,0.066,-0.14,0.117,0.257
"MVMR-Robust",2,1e-08,-0.015,0.067,-0.146,0.117,0.263
"MVMR-cML",2,0.01,-0.475,0.097,-0.664,-0.285,0.379
"MVMR-cML",2,1e-04,0.676,0.166,0.351,1.001,0.65
"MVMR-cML",2,1e-06,0.874,0.169,0.544,1.204,0.66
"MVMR-cML",2,1e-08,-0.301,0.183,-0.66,0.058,0.718
"FLOW-MR",2,0.01,0.011,0.148,-0.279,0.302,0.581
"FLOW-MR",2,1e-04,0.009,0.147,-0.275,0.298,0.573
"FLOW-MR",2,1e-06,0.035,0.149,-0.248,0.337,0.585
"FLOW-MR",2,1e-08,0.034,0.148,-0.256,0.328,0.584
"MVMR-Horse",2,0.01,-0.083,0.087,-0.25,0.09,0.34
"MVMR-Horse",2,1e-04,-0.078,0.089,-0.256,0.089,0.345
"MVMR-Horse",2,1e-06,-0.037,0.09,-0.215,0.144,0.359
"MVMR-Horse",2,1e-08,-0.038,0.092,-0.219,0.144,0.363
"FLOW-MR-indirect",2,0.01,0.821,0,0.578,1.106,0.528
"FLOW-MR-indirect",2,1e-04,0.824,0,0.586,1.102,0.516
"FLOW-MR-indirect",2,1e-06,0.816,0,0.558,1.094,0.536
"FLOW-MR-indirect",2,1e-08,0.839,0,0.577,1.13,0.553
"MVMR-IVW",2,0.01,0.096,0.06,-0.021,0.213,0.234
"MVMR-IVW",2,1e-04,0.111,0.064,-0.014,0.236,0.25
"MVMR-IVW",2,1e-06,0.125,0.066,-0.005,0.255,0.26
"MVMR-IVW",2,1e-08,0.154,0.067,0.022,0.286,0.264
"GRAPPLE",2,0.01,0.294,0.159,-0.018,0.606,0.624
"GRAPPLE",2,1e-04,0.308,0.161,-0.008,0.623,0.631
"GRAPPLE",2,1e-06,0.286,0.136,0.02,0.553,0.533
"GRAPPLE",2,1e-08,0.345,0.137,0.076,0.614,0.538
"MVMR-Egger",2,0.01,0.092,0.06,-0.026,0.209,0.235
"MVMR-Egger",2,1e-04,0.103,0.064,-0.022,0.229,0.251
"MVMR-Egger",2,1e-06,0.122,0.067,-0.009,0.253,0.262
"MVMR-Egger",2,1e-08,0.146,0.068,0.012,0.279,0.267
"MVMR-Robust",2,0.01,0.11,0.047,0.018,0.201,0.183
"MVMR-Robust",2,1e-04,0.119,0.049,0.022,0.215,0.193
"MVMR-Robust",2,1e-06,0.133,0.045,0.045,0.221,0.176
"MVMR-Robust",2,1e-08,0.153,0.045,0.065,0.24,0.175
"MVMR-cML",2,0.01,0.808,0.153,0.507,1.108,0.601
"MVMR-cML",2,1e-04,0.737,0.143,0.458,1.017,0.559
"MVMR-cML",2,1e-06,1.127,0.222,0.692,1.562,0.87
"MVMR-cML",2,1e-08,1.2,0.228,0.754,1.647,0.893
"FLOW-MR",2,0.01,0.294,0.153,0.013,0.619,0.606
"FLOW-MR",2,1e-04,0.286,0.145,0.014,0.589,0.575
"FLOW-MR",2,1e-06,0.277,0.132,0.025,0.542,0.517
"FLOW-MR",2,1e-08,0.316,0.13,0.068,0.579,0.511
"MVMR-Horse",2,0.01,0.181,0.072,0.043,0.323,0.28
"MVMR-Horse",2,1e-04,0.175,0.071,0.042,0.318,0.276
"MVMR-Horse",2,1e-06,0.182,0.067,0.049,0.317,0.268
"MVMR-Horse",2,1e-08,0.203,0.069,0.069,0.336,0.267
"FLOW-MR-indirect",2,0.01,0.519,0,0.274,0.767,0.493
"FLOW-MR-indirect",2,1e-04,0.529,0,0.289,0.771,0.482
"FLOW-MR-indirect",2,1e-06,0.539,0,0.315,0.768,0.453
"FLOW-MR-indirect",2,1e-08,0.493,0,0.268,0.718,0.45
"MVMR-IVW",2,0.01,0.034,0.071,-0.105,0.173,0.278
"MVMR-IVW",2,1e-04,0.06,0.078,-0.093,0.212,0.305
"MVMR-IVW",2,1e-06,0.025,0.086,-0.144,0.194,0.338
"MVMR-IVW",2,1e-08,0.049,0.086,-0.12,0.218,0.338
"GRAPPLE",2,0.01,-0.141,0.373,-0.872,0.589,1.461
"GRAPPLE",2,1e-04,0.036,0.407,-0.762,0.834,1.596
"GRAPPLE",2,1e-06,0.077,0.586,-1.071,1.225,2.296
"GRAPPLE",2,1e-08,0.182,0.64,-1.073,1.437,2.51
"MVMR-Egger",2,0.01,0.025,0.071,-0.113,0.164,0.277
"MVMR-Egger",2,1e-04,0.051,0.077,-0.1,0.203,0.303
"MVMR-Egger",2,1e-06,0.024,0.086,-0.144,0.192,0.336
"MVMR-Egger",2,1e-08,0.031,0.086,-0.137,0.198,0.335
"MVMR-Robust",2,0.01,0.023,0.062,-0.098,0.144,0.242
"MVMR-Robust",2,1e-04,0.053,0.066,-0.078,0.183,0.261
"MVMR-Robust",2,1e-06,0.069,0.073,-0.075,0.213,0.288
"MVMR-Robust",2,1e-08,0.086,0.075,-0.062,0.233,0.295
"MVMR-cML",2,0.01,-0.775,0.194,-1.155,-0.394,0.761
"MVMR-cML",2,1e-04,0.924,0.217,0.499,1.35,0.851
"MVMR-cML",2,1e-06,1.054,0.268,0.528,1.58,1.052
"MVMR-cML",2,1e-08,1.014,0.255,0.515,1.514,0.999
"FLOW-MR",2,0.01,0.286,0.209,-0.111,0.709,0.82
"FLOW-MR",2,1e-04,0.328,0.233,-0.11,0.817,0.927
"FLOW-MR",2,1e-06,0.281,0.23,-0.168,0.739,0.907
"FLOW-MR",2,1e-08,0.305,0.24,-0.146,0.801,0.947
"MVMR-Horse",2,0.01,0.072,0.106,-0.134,0.285,0.419
"MVMR-Horse",2,1e-04,0.129,0.104,-0.073,0.333,0.406
"MVMR-Horse",2,1e-06,0.164,0.115,-0.068,0.387,0.455
"MVMR-Horse",2,1e-08,0.178,0.111,-0.042,0.395,0.437
"FLOW-MR-indirect",2,0.01,0.618,0,0.28,0.979,0.699
"FLOW-MR-indirect",2,1e-04,0.609,0,0.227,0.977,0.75
"FLOW-MR-indirect",2,1e-06,0.643,0,0.273,1.038,0.765
"FLOW-MR-indirect",2,1e-08,0.633,0,0.237,1.026,0.789
"MVMR-IVW",2,0.01,0.088,0.07,-0.048,0.225,0.273
"MVMR-IVW",2,1e-04,0.1,0.076,-0.048,0.249,0.297
"MVMR-IVW",2,1e-06,0.098,0.083,-0.066,0.261,0.327
"MVMR-IVW",2,1e-08,0.122,0.082,-0.039,0.284,0.323
"GRAPPLE",2,0.01,0.633,0.331,-0.015,1.281,1.296
"GRAPPLE",2,1e-04,0.664,0.328,0.021,1.308,1.287
"GRAPPLE",2,1e-06,0.703,0.351,0.015,1.391,1.376
"GRAPPLE",2,1e-08,1.183,0.618,-0.029,2.394,2.423
"MVMR-Egger",2,0.01,0.088,0.07,-0.049,0.224,0.273
"MVMR-Egger",2,1e-04,0.1,0.076,-0.049,0.249,0.298
"MVMR-Egger",2,1e-06,0.099,0.084,-0.064,0.263,0.327
"MVMR-Egger",2,1e-08,0.12,0.083,-0.042,0.283,0.325
"MVMR-Robust",2,0.01,0.138,0.06,0.02,0.256,0.236
"MVMR-Robust",2,1e-04,0.162,0.067,0.03,0.294,0.264
"MVMR-Robust",2,1e-06,0.172,0.074,0.027,0.317,0.29
"MVMR-Robust",2,1e-08,0.158,0.079,0.002,0.314,0.312
"MVMR-cML",2,0.01,1.2,0.218,0.773,1.628,0.855
"MVMR-cML",2,1e-04,1.153,0.208,0.746,1.561,0.815
"MVMR-cML",2,1e-06,1.1,0.207,0.695,1.506,0.811
"MVMR-cML",2,1e-08,1.094,0.245,0.614,1.574,0.96
"FLOW-MR",2,0.01,0.39,0.205,-0.002,0.813,0.815
"FLOW-MR",2,1e-04,0.404,0.195,0.035,0.798,0.763
"FLOW-MR",2,1e-06,0.39,0.205,0.004,0.806,0.802
"FLOW-MR",2,1e-08,0.378,0.206,-0.02,0.794,0.814
"MVMR-Horse",2,0.01,0.242,0.098,0.056,0.43,0.374
"MVMR-Horse",2,1e-04,0.254,0.095,0.059,0.432,0.373
"MVMR-Horse",2,1e-06,0.252,0.098,0.058,0.446,0.388
"MVMR-Horse",2,1e-08,0.239,0.107,0.027,0.448,0.421
"FLOW-MR-indirect",2,0.01,0.517,0,0.172,0.867,0.695
"FLOW-MR-indirect",2,1e-04,0.497,0,0.171,0.829,0.658
"FLOW-MR-indirect",2,1e-06,0.512,0,0.168,0.86,0.692
"FLOW-MR-indirect",2,1e-08,0.506,0,0.163,0.849,0.686
"MVMR-IVW",2,0.01,0.063,0.068,-0.071,0.196,0.267
"MVMR-IVW",2,1e-04,0.073,0.071,-0.067,0.213,0.28
"MVMR-IVW",2,1e-06,0.119,0.077,-0.032,0.269,0.301
"MVMR-IVW",2,1e-08,0.145,0.078,-0.008,0.299,0.307
"GRAPPLE",2,0.01,0.15,0.349,-0.534,0.834,1.368
"GRAPPLE",2,1e-04,0.178,0.287,-0.386,0.741,1.127
"GRAPPLE",2,1e-06,0.325,0.289,-0.241,0.891,1.132
"GRAPPLE",2,1e-08,0.557,0.318,-0.065,1.18,1.245
"MVMR-Egger",2,0.01,0.065,0.068,-0.068,0.198,0.266
"MVMR-Egger",2,1e-04,0.076,0.071,-0.064,0.216,0.28
"MVMR-Egger",2,1e-06,0.12,0.077,-0.031,0.27,0.301
"MVMR-Egger",2,1e-08,0.139,0.078,-0.014,0.293,0.307
"MVMR-Robust",2,0.01,0.051,0.058,-0.063,0.165,0.228
"MVMR-Robust",2,1e-04,0.059,0.059,-0.056,0.175,0.231
"MVMR-Robust",2,1e-06,0.085,0.066,-0.045,0.215,0.26
"MVMR-Robust",2,1e-08,0.113,0.07,-0.024,0.25,0.274
"MVMR-cML",2,0.01,-0.838,0.18,-1.192,-0.484,0.708
"MVMR-cML",2,1e-04,0.917,0.206,0.513,1.321,0.808
"MVMR-cML",2,1e-06,0.983,0.226,0.54,1.426,0.886
"MVMR-cML",2,1e-08,1.033,0.238,0.567,1.498,0.931
"FLOW-MR",2,0.01,0.269,0.201,-0.114,0.685,0.799
"FLOW-MR",2,1e-04,0.253,0.185,-0.095,0.639,0.734
"FLOW-MR",2,1e-06,0.311,0.189,-0.044,0.705,0.749
"FLOW-MR",2,1e-08,0.354,0.197,0,0.767,0.767
"MVMR-Horse",2,0.01,0.067,0.096,-0.125,0.261,0.386
"MVMR-Horse",2,1e-04,0.074,0.093,-0.099,0.267,0.366
"MVMR-Horse",2,1e-06,0.135,0.101,-0.057,0.332,0.389
"MVMR-Horse",2,1e-08,0.172,0.093,-0.011,0.356,0.367
"FLOW-MR-indirect",2,0.01,0.725,0,0.395,1.068,0.673
"FLOW-MR-indirect",2,1e-04,0.722,0,0.425,1.047,0.622
"FLOW-MR-indirect",2,1e-06,0.688,0,0.383,1.015,0.632
"FLOW-MR-indirect",2,1e-08,0.673,0,0.357,1.011,0.654
"MVMR-IVW",2,0.01,0.122,0.068,-0.011,0.256,0.267
"MVMR-IVW",2,1e-04,0.133,0.074,-0.012,0.277,0.289
"MVMR-IVW",2,1e-06,0.133,0.081,-0.025,0.291,0.316
"MVMR-IVW",2,1e-08,0.141,0.082,-0.02,0.303,0.323
"GRAPPLE",2,0.01,0.471,0.238,0.004,0.938,0.934
"GRAPPLE",2,1e-04,0.468,0.234,0.01,0.927,0.917
"GRAPPLE",2,1e-06,0.488,0.245,0.007,0.97,0.963
"GRAPPLE",2,1e-08,0.461,0.227,0.015,0.907,0.892
"MVMR-Egger",2,0.01,0.12,0.068,-0.014,0.254,0.268
"MVMR-Egger",2,1e-04,0.132,0.074,-0.013,0.277,0.29
"MVMR-Egger",2,1e-06,0.135,0.081,-0.025,0.295,0.32
"MVMR-Egger",2,1e-08,0.143,0.083,-0.02,0.306,0.326
"MVMR-Robust",2,0.01,0.118,0.063,-0.005,0.241,0.246
"MVMR-Robust",2,1e-04,0.143,0.066,0.014,0.272,0.258
"MVMR-Robust",2,1e-06,0.133,0.077,-0.018,0.283,0.301
"MVMR-Robust",2,1e-08,0.141,0.08,-0.016,0.299,0.315
"MVMR-cML",2,0.01,1.202,0.23,0.752,1.652,0.9
"MVMR-cML",2,1e-04,1.236,0.253,0.74,1.732,0.992
"MVMR-cML",2,1e-06,1.153,0.232,0.698,1.608,0.91
"MVMR-cML",2,1e-08,1.072,0.214,0.652,1.492,0.84
"FLOW-MR",2,0.01,0.345,0.188,-0.019,0.726,0.745
"FLOW-MR",2,1e-04,0.381,0.187,0.026,0.76,0.734
"FLOW-MR",2,1e-06,0.366,0.201,-0.018,0.786,0.804
"FLOW-MR",2,1e-08,0.359,0.197,-0.017,0.752,0.769
"MVMR-Horse",2,0.01,0.121,0.098,-0.063,0.316,0.379
"MVMR-Horse",2,1e-04,0.176,0.099,-0.014,0.382,0.396
"MVMR-Horse",2,1e-06,0.141,0.107,-0.068,0.356,0.424
"MVMR-Horse",2,1e-08,0.17,0.114,-0.046,0.4,0.446
"FLOW-MR-indirect",2,0.01,0.611,0,0.299,0.933,0.634
"FLOW-MR-indirect",2,1e-04,0.586,0,0.281,0.901,0.62
"FLOW-MR-indirect",2,1e-06,0.617,0,0.257,0.973,0.716
"FLOW-MR-indirect",2,1e-08,0.607,0,0.264,0.955,0.691
"MVMR-IVW",2,0.01,0.027,0.063,-0.096,0.151,0.247
"MVMR-IVW",2,1e-04,0.053,0.071,-0.085,0.192,0.277
"MVMR-IVW",2,1e-06,0.087,0.076,-0.062,0.236,0.298
"MVMR-IVW",2,1e-08,0.046,0.078,-0.107,0.2,0.307
"GRAPPLE",2,0.01,0.022,0.211,-0.391,0.435,0.826
"GRAPPLE",2,1e-04,0.127,0.258,-0.378,0.632,1.01
"GRAPPLE",2,1e-06,0.24,0.243,-0.235,0.716,0.951
"GRAPPLE",2,1e-08,0.109,0.239,-0.359,0.578,0.937
"MVMR-Egger",2,0.01,0.029,0.063,-0.095,0.152,0.247
"MVMR-Egger",2,1e-04,0.055,0.071,-0.084,0.193,0.277
"MVMR-Egger",2,1e-06,0.087,0.076,-0.062,0.237,0.299
"MVMR-Egger",2,1e-08,0.044,0.078,-0.109,0.198,0.307
"MVMR-Robust",2,0.01,0.019,0.06,-0.099,0.136,0.235
"MVMR-Robust",2,1e-04,0.049,0.068,-0.084,0.182,0.266
"MVMR-Robust",2,1e-06,0.097,0.07,-0.041,0.235,0.276
"MVMR-Robust",2,1e-08,0.066,0.073,-0.077,0.21,0.287
"MVMR-cML",2,0.01,-0.801,0.197,-1.187,-0.415,0.772
"MVMR-cML",2,1e-04,-0.653,0.197,-1.04,-0.267,0.773
"MVMR-cML",2,1e-06,0.541,0.118,0.31,0.771,0.461
"MVMR-cML",2,1e-08,-0.551,0.207,-0.957,-0.145,0.812
"FLOW-MR",2,0.01,0.135,0.164,-0.179,0.475,0.654
"FLOW-MR",2,1e-04,0.184,0.176,-0.149,0.542,0.691
"FLOW-MR",2,1e-06,0.264,0.17,-0.067,0.612,0.679
"FLOW-MR",2,1e-08,0.194,0.168,-0.126,0.543,0.669
"MVMR-Horse",2,0.01,0.027,0.082,-0.136,0.187,0.323
"MVMR-Horse",2,1e-04,0.079,0.089,-0.093,0.25,0.343
"MVMR-Horse",2,1e-06,0.155,0.088,-0.013,0.332,0.345
"MVMR-Horse",2,1e-08,0.109,0.085,-0.055,0.274,0.329
"FLOW-MR-indirect",2,0.01,0.749,0,0.47,1.041,0.571
"FLOW-MR-indirect",2,1e-04,0.717,0,0.425,1.016,0.591
"FLOW-MR-indirect",2,1e-06,0.636,0,0.352,0.938,0.586
"FLOW-MR-indirect",2,1e-08,0.697,0,0.407,0.998,0.591
"MVMR-IVW",2,0.01,0.126,0.066,-0.002,0.255,0.257
"MVMR-IVW",2,1e-04,0.15,0.072,0.009,0.291,0.282
"MVMR-IVW",2,1e-06,0.151,0.078,-0.002,0.303,0.305
"MVMR-IVW",2,1e-08,0.196,0.075,0.048,0.344,0.296
"GRAPPLE",2,0.01,0.384,0.206,-0.019,0.787,0.806
"GRAPPLE",2,1e-04,0.52,0.257,0.017,1.024,1.007
"GRAPPLE",2,1e-06,0.46,0.245,-0.019,0.94,0.959
"GRAPPLE",2,1e-08,0.565,0.226,0.121,1.008,0.887
"MVMR-Egger",2,0.01,0.126,0.065,-0.002,0.254,0.256
"MVMR-Egger",2,1e-04,0.149,0.072,0.009,0.29,0.281
"MVMR-Egger",2,1e-06,0.15,0.078,-0.003,0.303,0.306
"MVMR-Egger",2,1e-08,0.196,0.076,0.048,0.344,0.296
"MVMR-Robust",2,0.01,0.112,0.062,-0.009,0.234,0.243
"MVMR-Robust",2,1e-04,0.125,0.072,-0.016,0.266,0.282
"MVMR-Robust",2,1e-06,0.132,0.075,-0.015,0.278,0.293
"MVMR-Robust",2,1e-08,0.171,0.076,0.023,0.32,0.297
"MVMR-cML",2,0.01,1.115,0.208,0.707,1.523,0.816
"MVMR-cML",2,1e-04,1.069,0.201,0.675,1.463,0.788
"MVMR-cML",2,1e-06,0.963,0.183,0.603,1.322,0.719
"MVMR-cML",2,1e-08,1.157,0.261,0.646,1.668,1.022
"FLOW-MR",2,0.01,0.318,0.174,-0.018,0.667,0.685
"FLOW-MR",2,1e-04,0.345,0.177,0.009,0.698,0.689
"FLOW-MR",2,1e-06,0.329,0.178,-0.004,0.695,0.699
"FLOW-MR",2,1e-08,0.398,0.178,0.069,0.769,0.7
"MVMR-Horse",2,0.01,0.191,0.096,0,0.377,0.377
"MVMR-Horse",2,1e-04,0.201,0.102,0,0.403,0.403
"MVMR-Horse",2,1e-06,0.208,0.102,0.017,0.414,0.397
"MVMR-Horse",2,1e-08,0.256,0.096,0.072,0.445,0.373
"FLOW-MR-indirect",2,0.01,0.639,0,0.365,0.938,0.573
"FLOW-MR-indirect",2,1e-04,0.616,0,0.331,0.909,0.578
"FLOW-MR-indirect",2,1e-06,0.601,0,0.292,0.895,0.603
"FLOW-MR-indirect",2,1e-08,0.565,0,0.258,0.86,0.602
"MVMR-IVW",2,0.01,0.015,0.069,-0.12,0.15,0.27
"MVMR-IVW",2,1e-04,0.06,0.075,-0.087,0.208,0.295
"MVMR-IVW",2,1e-06,0.016,0.08,-0.141,0.173,0.314
"MVMR-IVW",2,1e-08,-0.012,0.082,-0.174,0.149,0.323
"GRAPPLE",2,0.01,0.255,0.366,-0.463,0.973,1.436
"GRAPPLE",2,1e-04,0.384,0.349,-0.301,1.068,1.369
"GRAPPLE",2,1e-06,0.22,0.304,-0.376,0.816,1.192
"GRAPPLE",2,1e-08,0.123,0.315,-0.494,0.739,1.233
"MVMR-Egger",2,0.01,0,0.069,-0.135,0.135,0.27
"MVMR-Egger",2,1e-04,0.049,0.075,-0.099,0.196,0.295
"MVMR-Egger",2,1e-06,0.009,0.08,-0.148,0.166,0.314
"MVMR-Egger",2,1e-08,-0.025,0.082,-0.186,0.135,0.321
"MVMR-Robust",2,0.01,0.067,0.066,-0.063,0.196,0.259
"MVMR-Robust",2,1e-04,0.099,0.069,-0.036,0.235,0.271
"MVMR-Robust",2,1e-06,0.092,0.072,-0.048,0.232,0.28
"MVMR-Robust",2,1e-08,0.076,0.074,-0.068,0.221,0.289
"MVMR-cML",2,0.01,0.811,0.198,0.423,1.2,0.777
"MVMR-cML",2,1e-04,0.915,0.22,0.484,1.346,0.862
"MVMR-cML",2,1e-06,0.893,0.226,0.45,1.337,0.887
"MVMR-cML",2,1e-08,0.879,0.227,0.435,1.324,0.889
"FLOW-MR",2,0.01,0.261,0.188,-0.103,0.646,0.749
"FLOW-MR",2,1e-04,0.306,0.196,-0.064,0.708,0.772
"FLOW-MR",2,1e-06,0.238,0.172,-0.095,0.584,0.679
"FLOW-MR",2,1e-08,0.199,0.177,-0.149,0.548,0.697
"MVMR-Horse",2,0.01,0.078,0.091,-0.103,0.256,0.359
"MVMR-Horse",2,1e-04,0.123,0.093,-0.057,0.309,0.366
"MVMR-Horse",2,1e-06,0.122,0.093,-0.067,0.298,0.365
"MVMR-Horse",2,1e-08,0.099,0.095,-0.089,0.281,0.37
"FLOW-MR-indirect",2,0.01,0.658,0,0.331,0.984,0.653
"FLOW-MR-indirect",2,1e-04,0.642,0,0.307,0.97,0.663
"FLOW-MR-indirect",2,1e-06,0.687,0,0.394,1.004,0.61
"FLOW-MR-indirect",2,1e-08,0.743,0,0.431,1.083,0.652
"MVMR-IVW",2,0.01,-0.009,0.068,-0.143,0.124,0.267
"MVMR-IVW",2,1e-04,-0.019,0.079,-0.174,0.137,0.311
"MVMR-IVW",2,1e-06,-0.101,0.086,-0.27,0.067,0.337
"MVMR-IVW",2,1e-08,-0.075,0.085,-0.241,0.09,0.331
"GRAPPLE",2,0.01,-0.004,0.226,-0.447,0.44,0.887
"GRAPPLE",2,1e-04,-0.025,0.319,-0.65,0.599,1.249
"GRAPPLE",2,1e-06,-0.202,0.431,-1.047,0.642,1.689
