"Method","Trait","pval","estimate","se","lower","upper","length"
"MVMR-Egger",2,1e-08,0.995,0.192,0.618,1.371,0.753
"MVMR-Robust",2,0.01,1.226,0.089,1.051,1.401,0.35
"MVMR-Robust",2,1e-04,1.269,0.096,1.081,1.457,0.376
"MVMR-Robust",2,1e-06,1.283,0.111,1.065,1.5,0.435
"MVMR-Robust",2,1e-08,1.233,0.119,0.999,1.466,0.467
"MVMR-cML",2,0.01,0.032,0.256,-0.471,0.534,1.005
"MVMR-cML",2,1e-04,0.199,0.277,-0.344,0.742,1.086
"MVMR-cML",2,1e-06,2.245,0.259,1.737,2.753,1.016
"MVMR-cML",2,1e-08,2.198,0.32,1.57,2.826,1.256
"FLOW-MR",2,0.01,0.805,0.27,0.248,1.315,1.067
"FLOW-MR",2,1e-04,0.844,0.264,0.312,1.356,1.044
"FLOW-MR",2,1e-06,0.862,0.27,0.309,1.373,1.064
"FLOW-MR",2,1e-08,0.792,0.285,0.215,1.34,1.125
"MVMR-Horse",2,0.01,1.216,0.106,1.001,1.421,0.42
"MVMR-Horse",2,1e-04,1.297,0.105,1.097,1.5,0.403
"MVMR-Horse",2,1e-06,1.295,0.118,1.056,1.516,0.46
"MVMR-Horse",2,1e-08,1.266,0.128,1.012,1.517,0.505
"FLOW-MR-indirect",2,0.01,0,0,0,0,0
"FLOW-MR-indirect",2,1e-04,0,0,0,0,0
"FLOW-MR-indirect",2,1e-06,0,0,0,0,0
"FLOW-MR-indirect",2,1e-08,0,0,0,0,0
"MVMR-IVW",2,0.01,1.172,0.093,0.99,1.354,0.364
"MVMR-IVW",2,1e-04,1.172,0.106,0.965,1.379,0.414
"MVMR-IVW",2,1e-06,1.144,0.118,0.914,1.375,0.461
"MVMR-IVW",2,1e-08,1.091,0.13,0.835,1.346,0.511
"GRAPPLE",2,0.01,0.953,0.251,0.462,1.444,0.982
"GRAPPLE",2,1e-04,1.013,0.253,0.517,1.508,0.991
"GRAPPLE",2,1e-06,0.905,0.291,0.335,1.474,1.139
"GRAPPLE",2,1e-08,0.731,0.299,0.146,1.317,1.171
"MVMR-Egger",2,0.01,1.139,0.126,0.891,1.386,0.495
"MVMR-Egger",2,1e-04,1.08,0.152,0.782,1.378,0.596
"MVMR-Egger",2,1e-06,1.036,0.173,0.698,1.374,0.676
"MVMR-Egger",2,1e-08,0.982,0.203,0.583,1.381,0.798
"MVMR-Robust",2,0.01,1.191,0.088,1.02,1.363,0.343
"MVMR-Robust",2,1e-04,1.192,0.091,1.014,1.371,0.357
"MVMR-Robust",2,1e-06,1.157,0.096,0.969,1.346,0.377
"MVMR-Robust",2,1e-08,1.097,0.106,0.89,1.304,0.414
"MVMR-cML",2,0.01,0.168,0.271,-0.364,0.699,1.063
"MVMR-cML",2,1e-04,0.064,0.281,-0.487,0.615,1.102
"MVMR-cML",2,1e-06,0.111,0.271,-0.42,0.643,1.063
"MVMR-cML",2,1e-08,-0.312,0.362,-1.022,0.397,1.419
"FLOW-MR",2,0.01,0.891,0.222,0.423,1.304,0.881
"FLOW-MR",2,1e-04,0.924,0.216,0.476,1.324,0.848
"FLOW-MR",2,1e-06,0.885,0.227,0.417,1.309,0.892
"FLOW-MR",2,1e-08,0.808,0.232,0.334,1.25,0.916
"MVMR-Horse",2,0.01,1.164,0.092,0.986,1.343,0.357
"MVMR-Horse",2,1e-04,1.184,0.094,0.995,1.372,0.377
"MVMR-Horse",2,1e-06,1.141,0.104,0.933,1.34,0.407
"MVMR-Horse",2,1e-08,1.076,0.11,0.858,1.283,0.425
"FLOW-MR-indirect",2,0.01,0,0,0,0,0
"FLOW-MR-indirect",2,1e-04,0,0,0,0,0
"FLOW-MR-indirect",2,1e-06,0,0,0,0,0
"FLOW-MR-indirect",2,1e-08,0,0,0,0,0
"MVMR-IVW",2,0.01,1.188,0.084,1.024,1.352,0.328
"MVMR-IVW",2,1e-04,1.191,0.095,1.006,1.377,0.371
"MVMR-IVW",2,1e-06,1.191,0.102,0.991,1.392,0.401
"MVMR-IVW",2,1e-08,1.206,0.109,0.992,1.421,0.429
"GRAPPLE",2,0.01,0.963,0.183,0.605,1.322,0.717
"GRAPPLE",2,1e-04,0.971,0.185,0.609,1.333,0.724
"GRAPPLE",2,1e-06,0.979,0.198,0.591,1.367,0.776
"GRAPPLE",2,1e-08,1.022,0.198,0.634,1.409,0.775
"MVMR-Egger",2,0.01,1.159,0.117,0.929,1.389,0.46
"MVMR-Egger",2,1e-04,1.109,0.137,0.841,1.378,0.537
"MVMR-Egger",2,1e-06,1.082,0.152,0.785,1.379,0.594
"MVMR-Egger",2,1e-08,1.122,0.176,0.777,1.466,0.689
"MVMR-Robust",2,0.01,1.148,0.089,0.974,1.323,0.349
"MVMR-Robust",2,1e-04,1.134,0.094,0.95,1.317,0.367
"MVMR-Robust",2,1e-06,1.131,0.098,0.94,1.322,0.382
"MVMR-Robust",2,1e-08,1.147,0.101,0.95,1.345,0.395
"MVMR-cML",2,0.01,0.209,0.225,-0.232,0.651,0.883
"MVMR-cML",2,1e-04,0.49,0.17,0.156,0.823,0.667
"MVMR-cML",2,1e-06,-0.094,0.332,-0.746,0.558,1.304
"MVMR-cML",2,1e-08,0.569,0.173,0.229,0.909,0.68
"FLOW-MR",2,0.01,0.89,0.191,0.494,1.247,0.753
"FLOW-MR",2,1e-04,0.929,0.192,0.54,1.288,0.748
"FLOW-MR",2,1e-06,0.955,0.199,0.552,1.336,0.784
"FLOW-MR",2,1e-08,1.008,0.204,0.598,1.408,0.81
"MVMR-Horse",2,0.01,1.15,0.085,0.975,1.316,0.341
"MVMR-Horse",2,1e-04,1.131,0.09,0.962,1.306,0.344
"MVMR-Horse",2,1e-06,1.123,0.094,0.939,1.313,0.374
"MVMR-Horse",2,1e-08,1.144,0.102,0.945,1.347,0.402
"FLOW-MR-indirect",2,0.01,0,0,0,0,0
"FLOW-MR-indirect",2,1e-04,0,0,0,0,0
"FLOW-MR-indirect",2,1e-06,0,0,0,0,0
"FLOW-MR-indirect",2,1e-08,0,0,0,0,0
"MVMR-IVW",2,0.01,1.209,0.093,1.027,1.39,0.363
"MVMR-IVW",2,1e-04,1.172,0.106,0.963,1.38,0.417
"MVMR-IVW",2,1e-06,1.149,0.118,0.918,1.379,0.461
"MVMR-IVW",2,1e-08,1.143,0.129,0.891,1.396,0.505
"GRAPPLE",2,0.01,1.115,0.199,0.725,1.506,0.781
"GRAPPLE",2,1e-04,1.034,0.223,0.596,1.471,0.875
"GRAPPLE",2,1e-06,0.961,0.252,0.466,1.455,0.989
"GRAPPLE",2,1e-08,0.974,0.26,0.464,1.484,1.02
"MVMR-Egger",2,0.01,1.208,0.128,0.958,1.457,0.499
"MVMR-Egger",2,1e-04,1.167,0.153,0.866,1.467,0.601
"MVMR-Egger",2,1e-06,1.133,0.178,0.785,1.481,0.696
"MVMR-Egger",2,1e-08,1.032,0.208,0.624,1.441,0.817
"MVMR-Robust",2,0.01,1.229,0.098,1.037,1.422,0.385
"MVMR-Robust",2,1e-04,1.191,0.103,0.988,1.394,0.406
"MVMR-Robust",2,1e-06,1.173,0.11,0.957,1.389,0.432
"MVMR-Robust",2,1e-08,1.168,0.118,0.937,1.399,0.462
"MVMR-cML",2,0.01,0.067,0.268,-0.459,0.592,1.051
"MVMR-cML",2,1e-04,-0.059,0.29,-0.628,0.51,1.138
"MVMR-cML",2,1e-06,-0.081,0.301,-0.67,0.508,1.178
"MVMR-cML",2,1e-08,-0.057,0.313,-0.671,0.556,1.227
"FLOW-MR",2,0.01,0.993,0.186,0.624,1.351,0.727
"FLOW-MR",2,1e-04,0.946,0.206,0.527,1.338,0.811
"FLOW-MR",2,1e-06,0.921,0.213,0.497,1.327,0.83
"FLOW-MR",2,1e-08,0.885,0.23,0.423,1.324,0.901
"MVMR-Horse",2,0.01,1.227,0.092,1.046,1.408,0.362
"MVMR-Horse",2,1e-04,1.172,0.103,0.981,1.379,0.398
"MVMR-Horse",2,1e-06,1.145,0.114,0.931,1.369,0.438
"MVMR-Horse",2,1e-08,1.116,0.126,0.868,1.361,0.493
"FLOW-MR-indirect",2,0.01,0,0,0,0,0
"FLOW-MR-indirect",2,1e-04,0,0,0,0,0
"FLOW-MR-indirect",2,1e-06,0,0,0,0,0
"FLOW-MR-indirect",2,1e-08,0,0,0,0,0
"MVMR-IVW",2,0.01,1.276,0.098,1.083,1.469,0.386
"MVMR-IVW",2,1e-04,1.311,0.114,1.088,1.534,0.446
"MVMR-IVW",2,1e-06,1.309,0.124,1.066,1.553,0.487
"MVMR-IVW",2,1e-08,1.307,0.138,1.036,1.577,0.541
"GRAPPLE",2,0.01,1.417,0.256,0.915,1.92,1.005
"GRAPPLE",2,1e-04,1.519,0.257,1.016,2.022,1.006
"GRAPPLE",2,1e-06,1.474,0.255,0.975,1.974,0.999
"GRAPPLE",2,1e-08,1.425,0.27,0.896,1.953,1.057
"MVMR-Egger",2,0.01,1.156,0.126,0.908,1.403,0.495
"MVMR-Egger",2,1e-04,1.183,0.154,0.882,1.484,0.602
"MVMR-Egger",2,1e-06,1.184,0.173,0.846,1.523,0.677
"MVMR-Egger",2,1e-08,1.171,0.202,0.775,1.568,0.793
"MVMR-Robust",2,0.01,1.37,0.098,1.178,1.562,0.384
"MVMR-Robust",2,1e-04,1.416,0.105,1.211,1.621,0.41
"MVMR-Robust",2,1e-06,1.416,0.111,1.198,1.635,0.437
"MVMR-Robust",2,1e-08,1.408,0.118,1.176,1.64,0.464
"MVMR-cML",2,0.01,1.878,0.195,1.497,2.26,0.763
"MVMR-cML",2,1e-04,2.521,0.269,1.993,3.049,1.056
"MVMR-cML",2,1e-06,2.517,0.294,1.94,3.094,1.154
"MVMR-cML",2,1e-08,2.456,0.298,1.872,3.04,1.168
"FLOW-MR",2,0.01,1.177,0.237,0.681,1.626,0.945
"FLOW-MR",2,1e-04,1.234,0.227,0.773,1.677,0.904
"FLOW-MR",2,1e-06,1.247,0.231,0.775,1.69,0.915
"FLOW-MR",2,1e-08,1.198,0.253,0.682,1.667,0.985
"MVMR-Horse",2,0.01,1.391,0.095,1.204,1.576,0.372
"MVMR-Horse",2,1e-04,1.454,0.102,1.242,1.653,0.411
"MVMR-Horse",2,1e-06,1.456,0.108,1.244,1.67,0.426
"MVMR-Horse",2,1e-08,1.468,0.119,1.23,1.689,0.459
"FLOW-MR-indirect",2,0.01,0,0,0,0,0
"FLOW-MR-indirect",2,1e-04,0,0,0,0,0
"FLOW-MR-indirect",2,1e-06,0,0,0,0,0
"FLOW-MR-indirect",2,1e-08,0,0,0,0,0
"MVMR-IVW",2,0.01,1.181,0.094,0.996,1.366,0.37
"MVMR-IVW",2,1e-04,1.152,0.107,0.941,1.362,0.421
"MVMR-IVW",2,1e-06,1.153,0.119,0.92,1.386,0.466
"MVMR-IVW",2,1e-08,1.12,0.136,0.854,1.386,0.532
"GRAPPLE",2,0.01,1.122,0.211,0.708,1.535,0.827
"GRAPPLE",2,1e-04,1.123,0.221,0.689,1.557,0.868
"GRAPPLE",2,1e-06,1.141,0.222,0.705,1.577,0.872
"GRAPPLE",2,1e-08,0.896,0.313,0.282,1.51,1.228
"MVMR-Egger",2,0.01,1.217,0.128,0.966,1.467,0.501
"MVMR-Egger",2,1e-04,1.129,0.156,0.824,1.434,0.61
"MVMR-Egger",2,1e-06,1.136,0.177,0.789,1.483,0.694
"MVMR-Egger",2,1e-08,1.056,0.207,0.651,1.462,0.811
"MVMR-Robust",2,0.01,1.215,0.087,1.045,1.386,0.341
"MVMR-Robust",2,1e-04,1.208,0.1,1.012,1.404,0.392
"MVMR-Robust",2,1e-06,1.217,0.11,1,1.433,0.433
"MVMR-Robust",2,1e-08,1.186,0.125,0.94,1.432,0.492
"MVMR-cML",2,0.01,0.277,0.24,-0.193,0.746,0.939
"MVMR-cML",2,1e-04,0.222,0.267,-0.303,0.746,1.049
"MVMR-cML",2,1e-06,0.152,0.319,-0.472,0.776,1.248
"MVMR-cML",2,1e-08,0.033,0.366,-0.684,0.75,1.434
"FLOW-MR",2,0.01,0.979,0.201,0.569,1.356,0.787
"FLOW-MR",2,1e-04,0.944,0.209,0.525,1.341,0.816
"FLOW-MR",2,1e-06,0.953,0.22,0.513,1.376,0.863
"FLOW-MR",2,1e-08,0.904,0.247,0.407,1.369,0.962
"MVMR-Horse",2,0.01,1.199,0.085,1.029,1.364,0.335
"MVMR-Horse",2,1e-04,1.173,0.095,0.983,1.366,0.383
"MVMR-Horse",2,1e-06,1.188,0.108,0.979,1.403,0.424
"MVMR-Horse",2,1e-08,1.171,0.117,0.947,1.405,0.458
"FLOW-MR-indirect",2,0.01,0,0,0,0,0
"FLOW-MR-indirect",2,1e-04,0,0,0,0,0
"FLOW-MR-indirect",2,1e-06,0,0,0,0,0
"FLOW-MR-indirect",2,1e-08,0,0,0,0,0
"MVMR-IVW",2,0.01,1.133,0.093,0.95,1.316,0.366
"MVMR-IVW",2,1e-04,1.142,0.108,0.931,1.353,0.422
"MVMR-IVW",2,1e-06,1.147,0.118,0.915,1.378,0.463
"MVMR-IVW",2,1e-08,1.171,0.13,0.917,1.426,0.509
"GRAPPLE",2,0.01,0.513,0.302,-0.079,1.105,1.184
"GRAPPLE",2,1e-04,0.666,0.296,0.087,1.246,1.159
"GRAPPLE",2,1e-06,0.721,0.306,0.122,1.32,1.198
"GRAPPLE",2,1e-08,0.83,0.32,0.202,1.458,1.256
"MVMR-Egger",2,0.01,1.06,0.128,0.81,1.311,0.501
"MVMR-Egger",2,1e-04,1.035,0.151,0.739,1.33,0.591
"MVMR-Egger",2,1e-06,1.041,0.166,0.716,1.367,0.651
"MVMR-Egger",2,1e-08,1.059,0.198,0.672,1.447,0.775
"MVMR-Robust",2,0.01,1.139,0.097,0.949,1.33,0.381
"MVMR-Robust",2,1e-04,1.137,0.112,0.916,1.357,0.441
"MVMR-Robust",2,1e-06,1.138,0.127,0.888,1.388,0.5
"MVMR-Robust",2,1e-08,1.159,0.137,0.891,1.427,0.536
"MVMR-cML",2,0.01,-0.178,0.264,-0.696,0.34,1.036
"MVMR-cML",2,1e-04,-0.266,0.307,-0.868,0.337,1.205
"MVMR-cML",2,1e-06,-0.065,0.285,-0.624,0.494,1.118
"MVMR-cML",2,1e-08,-0.046,0.307,-0.648,0.557,1.205
"FLOW-MR",2,0.01,0.891,0.215,0.441,1.292,0.851
"FLOW-MR",2,1e-04,0.897,0.22,0.464,1.326,0.862
"FLOW-MR",2,1e-06,0.901,0.235,0.423,1.337,0.914
"FLOW-MR",2,1e-08,0.914,0.249,0.4,1.394,0.994
"MVMR-Horse",2,0.01,1.117,0.099,0.926,1.308,0.382
"MVMR-Horse",2,1e-04,1.117,0.107,0.909,1.327,0.418
"MVMR-Horse",2,1e-06,1.107,0.112,0.888,1.328,0.44
"MVMR-Horse",2,1e-08,1.117,0.128,0.859,1.366,0.507
"FLOW-MR-indirect",2,0.01,0,0,0,0,0
"FLOW-MR-indirect",2,1e-04,0,0,0,0,0
"FLOW-MR-indirect",2,1e-06,0,0,0,0,0
"FLOW-MR-indirect",2,1e-08,0,0,0,0,0
"MVMR-IVW",2,0.01,1.204,0.089,1.03,1.378,0.348
"MVMR-IVW",2,1e-04,1.211,0.102,1.01,1.411,0.401
"MVMR-IVW",2,1e-06,1.125,0.112,0.906,1.344,0.438
"MVMR-IVW",2,1e-08,1.143,0.122,0.904,1.383,0.479
"GRAPPLE",2,0.01,1.015,0.195,0.632,1.397,0.765
"GRAPPLE",2,1e-04,1.049,0.211,0.636,1.463,0.827
"GRAPPLE",2,1e-06,0.865,0.231,0.411,1.318,0.907
"GRAPPLE",2,1e-08,0.917,0.238,0.45,1.384,0.934
"MVMR-Egger",2,0.01,1.145,0.122,0.907,1.384,0.477
"MVMR-Egger",2,1e-04,1.109,0.148,0.818,1.4,0.582
"MVMR-Egger",2,1e-06,1.004,0.165,0.681,1.327,0.646
"MVMR-Egger",2,1e-08,0.946,0.183,0.587,1.305,0.718
"MVMR-Robust",2,0.01,1.173,0.08,1.016,1.331,0.315
"MVMR-Robust",2,1e-04,1.177,0.089,1.003,1.351,0.348
"MVMR-Robust",2,1e-06,1.092,0.091,0.914,1.27,0.356
"MVMR-Robust",2,1e-08,1.108,0.097,0.917,1.298,0.381
"MVMR-cML",2,0.01,0.256,0.234,-0.203,0.715,0.918
"MVMR-cML",2,1e-04,0.195,0.272,-0.337,0.727,1.064
"MVMR-cML",2,1e-06,-0.244,0.34,-0.911,0.423,1.334
"MVMR-cML",2,1e-08,-0.161,0.343,-0.833,0.511,1.344
"FLOW-MR",2,0.01,0.97,0.182,0.598,1.32,0.722
"FLOW-MR",2,1e-04,0.992,0.191,0.608,1.359,0.751
"FLOW-MR",2,1e-06,0.83,0.201,0.426,1.222,0.796
"FLOW-MR",2,1e-08,0.87,0.2,0.462,1.239,0.777
"MVMR-Horse",2,0.01,1.154,0.088,0.988,1.329,0.341
"MVMR-Horse",2,1e-04,1.155,0.097,0.97,1.348,0.378
"MVMR-Horse",2,1e-06,1.05,0.1,0.852,1.242,0.39
"MVMR-Horse",2,1e-08,1.069,0.104,0.86,1.27,0.41
"FLOW-MR-indirect",2,0.01,0,0,0,0,0
"FLOW-MR-indirect",2,1e-04,0,0,0,0,0
"FLOW-MR-indirect",2,1e-06,0,0,0,0,0
"FLOW-MR-indirect",2,1e-08,0,0,0,0,0
"MVMR-IVW",2,0.01,1.172,0.097,0.983,1.362,0.379
"MVMR-IVW",2,1e-04,1.16,0.115,0.935,1.385,0.45
"MVMR-IVW",2,1e-06,1.125,0.129,0.873,1.377,0.504
"MVMR-IVW",2,1e-08,1.128,0.142,0.85,1.406,0.556
"GRAPPLE",2,0.01,-0.771,1.556,-3.821,2.279,6.1
"GRAPPLE",2,1e-04,-1.934,3.156,-8.12,4.251,12.371
"GRAPPLE",2,1e-06,-0.592,1.352,-3.242,2.058,5.3
"GRAPPLE",2,1e-08,0.282,0.708,-1.105,1.669,2.774
"MVMR-Egger",2,0.01,1.028,0.127,0.778,1.277,0.499
"MVMR-Egger",2,1e-04,0.967,0.153,0.667,1.267,0.6
"MVMR-Egger",2,1e-06,0.935,0.176,0.59,1.28,0.69
"MVMR-Egger",2,1e-08,0.872,0.198,0.484,1.26,0.776
"MVMR-Robust",2,0.01,1.179,0.096,0.991,1.367,0.376
"MVMR-Robust",2,1e-04,1.163,0.11,0.947,1.379,0.432
"MVMR-Robust",2,1e-06,1.127,0.124,0.884,1.37,0.486
"MVMR-Robust",2,1e-08,1.135,0.136,0.869,1.402,0.533
"MVMR-cML",2,0.01,-0.116,0.32,-0.743,0.511,1.254
"MVMR-cML",2,1e-04,-0.103,0.324,-0.737,0.532,1.269
"MVMR-cML",2,1e-06,-0.191,0.372,-0.919,0.538,1.457
"MVMR-cML",2,1e-08,-0.185,0.397,-0.963,0.592,1.555
"FLOW-MR",2,0.01,0.889,0.284,0.319,1.433,1.114
"FLOW-MR",2,1e-04,0.848,0.296,0.251,1.409,1.158
"FLOW-MR",2,1e-06,0.79,0.295,0.199,1.375,1.176
"FLOW-MR",2,1e-08,0.778,0.287,0.213,1.354,1.141
"MVMR-Horse",2,0.01,1.195,0.103,0.991,1.396,0.405
"MVMR-Horse",2,1e-04,1.181,0.111,0.962,1.396,0.434
"MVMR-Horse",2,1e-06,1.115,0.13,0.85,1.374,0.524
"MVMR-Horse",2,1e-08,1.106,0.145,0.815,1.394,0.579
"FLOW-MR-indirect",2,0.01,0,0,0,0,0
"FLOW-MR-indirect",2,1e-04,0,0,0,0,0
"FLOW-MR-indirect",2,1e-06,0,0,0,0,0
"FLOW-MR-indirect",2,1e-08,0,0,0,0,0
"MVMR-IVW",2,0.01,1.301,0.086,1.132,1.471,0.339
"MVMR-IVW",2,1e-04,1.294,0.096,1.107,1.482,0.375
"MVMR-IVW",2,1e-06,1.28,0.103,1.077,1.483,0.406
"MVMR-IVW",2,1e-08,1.253,0.115,1.028,1.479,0.451
"GRAPPLE",2,0.01,1.127,0.249,0.639,1.615,0.976
"GRAPPLE",2,1e-04,1.073,0.237,0.609,1.537,0.928
"GRAPPLE",2,1e-06,0.976,0.243,0.5,1.452,0.952
"GRAPPLE",2,1e-08,0.931,0.262,0.417,1.445,1.028
"MVMR-Egger",2,0.01,1.251,0.119,1.019,1.484,0.465
"MVMR-Egger",2,1e-04,1.143,0.139,0.872,1.415,0.543
"MVMR-Egger",2,1e-06,1.063,0.16,0.75,1.375,0.625
"MVMR-Egger",2,1e-08,1.016,0.18,0.664,1.368,0.704
"MVMR-Robust",2,0.01,1.278,0.091,1.1,1.456,0.356
"MVMR-Robust",2,1e-04,1.258,0.096,1.07,1.446,0.376
"MVMR-Robust",2,1e-06,1.236,0.103,1.035,1.437,0.402
"MVMR-Robust",2,1e-08,1.198,0.11,0.982,1.415,0.433
"MVMR-cML",2,0.01,0.218,0.255,-0.282,0.719,1.001
"MVMR-cML",2,1e-04,0.052,0.31,-0.554,0.659,1.213
"MVMR-cML",2,1e-06,0.179,0.272,-0.354,0.712,1.066
"MVMR-cML",2,1e-08,0.229,0.252,-0.265,0.723,0.988
"FLOW-MR",2,0.01,1.065,0.193,0.664,1.43,0.766
"FLOW-MR",2,1e-04,1.082,0.191,0.695,1.448,0.753
"FLOW-MR",2,1e-06,1.072,0.187,0.704,1.437,0.733
"FLOW-MR",2,1e-08,1.033,0.208,0.619,1.429,0.81
"MVMR-Horse",2,0.01,1.242,0.087,1.078,1.41,0.332
"MVMR-Horse",2,1e-04,1.241,0.09,1.063,1.417,0.354
"MVMR-Horse",2,1e-06,1.218,0.097,1.027,1.413,0.386
"MVMR-Horse",2,1e-08,1.181,0.103,0.973,1.373,0.4
"FLOW-MR-indirect",2,0.01,0,0,0,0,0
"FLOW-MR-indirect",2,1e-04,0,0,0,0,0
"FLOW-MR-indirect",2,1e-06,0,0,0,0,0
"FLOW-MR-indirect",2,1e-08,0,0,0,0,0
"MVMR-IVW",2,0.01,1.151,0.093,0.969,1.334,0.365
"MVMR-IVW",2,1e-04,1.123,0.109,0.909,1.336,0.427
"MVMR-IVW",2,1e-06,1.161,0.119,0.928,1.394,0.466
"MVMR-IVW",2,1e-08,1.138,0.132,0.878,1.397,0.519
"GRAPPLE",2,0.01,1.046,0.191,0.672,1.42,0.748
"GRAPPLE",2,1e-04,0.928,0.255,0.428,1.427,0.999
"GRAPPLE",2,1e-06,0.966,0.313,0.352,1.58,1.228
"GRAPPLE",2,1e-08,0.956,0.322,0.325,1.587,1.262
"MVMR-Egger",2,0.01,1.132,0.134,0.869,1.394,0.525
"MVMR-Egger",2,1e-04,0.947,0.165,0.623,1.271,0.648
"MVMR-Egger",2,1e-06,0.891,0.18,0.538,1.243,0.705
"MVMR-Egger",2,1e-08,0.861,0.206,0.458,1.265,0.807
"MVMR-Robust",2,0.01,1.143,0.085,0.977,1.31,0.333
"MVMR-Robust",2,1e-04,1.104,0.098,0.911,1.296,0.385
"MVMR-Robust",2,1e-06,1.133,0.105,0.926,1.339,0.413
"MVMR-Robust",2,1e-08,1.108,0.11,0.893,1.323,0.43
"MVMR-cML",2,0.01,0.339,0.204,-0.061,0.739,0.8
"MVMR-cML",2,1e-04,-0.002,0.276,-0.543,0.539,1.082
"MVMR-cML",2,1e-06,-0.045,0.319,-0.671,0.58,1.251
"MVMR-cML",2,1e-08,0.062,0.282,-0.491,0.615,1.106
"FLOW-MR",2,0.01,0.925,0.193,0.531,1.298,0.767
"FLOW-MR",2,1e-04,0.836,0.226,0.379,1.267,0.888
"FLOW-MR",2,1e-06,0.895,0.235,0.417,1.343,0.926
"FLOW-MR",2,1e-08,0.861,0.256,0.342,1.357,1.015
"MVMR-Horse",2,0.01,1.118,0.088,0.952,1.294,0.342
"MVMR-Horse",2,1e-04,1.038,0.097,0.846,1.23,0.384
"MVMR-Horse",2,1e-06,1.085,0.111,0.872,1.303,0.431
"MVMR-Horse",2,1e-08,1.044,0.122,0.808,1.289,0.481
"FLOW-MR-indirect",2,0.01,0,0,0,0,0
"FLOW-MR-indirect",2,1e-04,0,0,0,0,0
"FLOW-MR-indirect",2,1e-06,0,0,0,0,0
"FLOW-MR-indirect",2,1e-08,0,0,0,0,0
"MVMR-IVW",2,0.01,1.205,0.088,1.032,1.378,0.346
"MVMR-IVW",2,1e-04,1.131,0.102,0.93,1.332,0.402
"MVMR-IVW",2,1e-06,1.088,0.111,0.87,1.306,0.436
"MVMR-IVW",2,1e-08,1.026,0.12,0.791,1.262,0.471
"GRAPPLE",2,0.01,1.133,0.19,0.76,1.506,0.746
"GRAPPLE",2,1e-04,0.849,0.252,0.355,1.344,0.989
"GRAPPLE",2,1e-06,0.719,0.264,0.201,1.236,1.035
"GRAPPLE",2,1e-08,0.668,0.248,0.182,1.154,0.972
"MVMR-Egger",2,0.01,1.232,0.121,0.995,1.468,0.473
"MVMR-Egger",2,1e-04,1.105,0.146,0.82,1.39,0.57
"MVMR-Egger",2,1e-06,1.043,0.164,0.72,1.365,0.645
"MVMR-Egger",2,1e-08,1.014,0.184,0.654,1.374,0.72
"MVMR-Robust",2,0.01,1.246,0.084,1.081,1.41,0.329
"MVMR-Robust",2,1e-04,1.169,0.093,0.987,1.351,0.364
"MVMR-Robust",2,1e-06,1.117,0.098,0.925,1.308,0.383
"MVMR-Robust",2,1e-08,1.041,0.104,0.837,1.245,0.408
"MVMR-cML",2,0.01,0.215,0.242,-0.259,0.689,0.948
"MVMR-cML",2,1e-04,-0.241,0.329,-0.886,0.404,1.29
"MVMR-cML",2,1e-06,-0.354,0.377,-1.092,0.384,1.476
"MVMR-cML",2,1e-08,-0.498,0.401,-1.285,0.288,1.573
"FLOW-MR",2,0.01,1.016,0.184,0.638,1.357,0.719
"FLOW-MR",2,1e-04,0.822,0.221,0.361,1.233,0.872
"FLOW-MR",2,1e-06,0.78,0.221,0.332,1.188,0.856
"FLOW-MR",2,1e-08,0.707,0.217,0.269,1.119,0.85
"MVMR-Horse",2,0.01,1.218,0.088,1.039,1.389,0.35
"MVMR-Horse",2,1e-04,1.128,0.099,0.932,1.319,0.387
"MVMR-Horse",2,1e-06,1.066,0.1,0.866,1.262,0.396
"MVMR-Horse",2,1e-08,0.979,0.109,0.768,1.188,0.42
"FLOW-MR-indirect",2,0.01,0,0,0,0,0
"FLOW-MR-indirect",2,1e-04,0,0,0,0,0
"FLOW-MR-indirect",2,1e-06,0,0,0,0,0
"FLOW-MR-indirect",2,1e-08,0,0,0,0,0
"MVMR-IVW",2,0.01,1.1,0.085,0.933,1.267,0.334
"MVMR-IVW",2,1e-04,1.029,0.095,0.844,1.215,0.371
"MVMR-IVW",2,1e-06,1.012,0.1,0.815,1.208,0.393
"MVMR-IVW",2,1e-08,0.972,0.112,0.752,1.192,0.44
"GRAPPLE",2,0.01,0.559,0.274,0.023,1.095,1.072
"GRAPPLE",2,1e-04,0.376,0.268,-0.149,0.901,1.05
"GRAPPLE",2,1e-06,0.55,0.231,0.099,1.002,0.903
"GRAPPLE",2,1e-08,0.436,0.268,-0.089,0.961,1.05
"MVMR-Egger",2,0.01,1.021,0.114,0.797,1.245,0.448
"MVMR-Egger",2,1e-04,0.884,0.134,0.622,1.146,0.524
"MVMR-Egger",2,1e-06,0.871,0.147,0.583,1.158,0.575
"MVMR-Egger",2,1e-08,0.842,0.165,0.519,1.165,0.646
"MVMR-Robust",2,0.01,1.136,0.085,0.969,1.303,0.334
"MVMR-Robust",2,1e-04,1.054,0.096,0.866,1.242,0.376
"MVMR-Robust",2,1e-06,1.054,0.101,0.856,1.252,0.396
"MVMR-Robust",2,1e-08,1.02,0.119,0.787,1.253,0.466
"MVMR-cML",2,0.01,-0.299,0.306,-0.899,0.301,1.2
"MVMR-cML",2,1e-04,-0.367,0.31,-0.974,0.24,1.214
