"Method","Trait","pval","estimate","se","lower","upper","length"
"MVMR-Robust","2","1e-06",1.02,0.083,0.858,1.183,0.325
"MVMR-Robust","2","1e-08",1.08,0.088,0.907,1.253,0.346
"MVMR-cML","2","0.01",-0.251,0.293,-0.825,0.323,1.148
"MVMR-cML","2","1e-04",-0.41,0.365,-1.126,0.306,1.432
"MVMR-cML","2","1e-06",-0.302,0.344,-0.977,0.373,1.35
"MVMR-cML","2","1e-08",-0.257,0.384,-1.01,0.496,1.506
"FLOW-MR","2","0.01",0.632,0.326,-0.052,1.242,1.294
"FLOW-MR","2","1e-04",0.69,0.275,0.109,1.196,1.087
"FLOW-MR","2","1e-06",0.715,0.254,0.165,1.189,1.024
"FLOW-MR","2","1e-08",0.869,0.248,0.356,1.338,0.982
"MVMR-Horse","2","0.01",1.007,0.087,0.844,1.185,0.341
"MVMR-Horse","2","1e-04",0.994,0.089,0.822,1.168,0.346
"MVMR-Horse","2","1e-06",0.956,0.093,0.773,1.145,0.372
"MVMR-Horse","2","1e-08",1.033,0.1,0.837,1.234,0.397
"FLOW-MR-indirect","2","0.01",0,0,0,0,0
"FLOW-MR-indirect","2","1e-04",0,0,0,0,0
"FLOW-MR-indirect","2","1e-06",0,0,0,0,0
"FLOW-MR-indirect","2","1e-08",0,0,0,0,0
"MVMR-IVW","2","0.01",1.16,0.086,0.992,1.328,0.336
"MVMR-IVW","2","1e-04",1.163,0.088,0.991,1.336,0.345
"MVMR-IVW","2","1e-06",1.203,0.094,1.018,1.387,0.369
"MVMR-IVW","2","1e-08",1.201,0.1,1.005,1.397,0.392
"GRAPPLE","2","0.01",0.223,0.521,-0.799,1.244,2.043
"GRAPPLE","2","1e-04",0.323,0.509,-0.675,1.321,1.996
"GRAPPLE","2","1e-06",0.726,0.45,-0.156,1.609,1.765
"GRAPPLE","2","1e-08",0.863,0.343,0.19,1.536,1.346
"MVMR-Egger","2","0.01",1.042,0.105,0.836,1.248,0.412
"MVMR-Egger","2","1e-04",1.089,0.113,0.868,1.309,0.441
"MVMR-Egger","2","1e-06",1.145,0.123,0.904,1.385,0.481
"MVMR-Egger","2","1e-08",1.182,0.136,0.915,1.448,0.533
"MVMR-Robust","2","0.01",1.143,0.081,0.985,1.301,0.316
"MVMR-Robust","2","1e-04",1.142,0.082,0.98,1.303,0.323
"MVMR-Robust","2","1e-06",1.186,0.091,1.008,1.364,0.356
"MVMR-Robust","2","1e-08",1.185,0.095,0.998,1.372,0.374
"MVMR-cML","2","0.01",-0.135,0.297,-0.718,0.447,1.165
"MVMR-cML","2","1e-04",-0.076,0.301,-0.666,0.515,1.181
"MVMR-cML","2","1e-06",-0.026,0.338,-0.688,0.637,1.325
"MVMR-cML","2","1e-08",1.599,0.25,1.109,2.089,0.98
"FLOW-MR","2","0.01",0.809,0.239,0.289,1.245,0.956
"FLOW-MR","2","1e-04",0.903,0.227,0.434,1.337,0.903
"FLOW-MR","2","1e-06",1.022,0.228,0.553,1.449,0.896
"FLOW-MR","2","1e-08",1.049,0.216,0.621,1.463,0.842
"MVMR-Horse","2","0.01",1.162,0.085,0.991,1.329,0.338
"MVMR-Horse","2","1e-04",1.183,0.084,1.017,1.356,0.339
"MVMR-Horse","2","1e-06",1.244,0.092,1.07,1.431,0.361
"MVMR-Horse","2","1e-08",1.225,0.094,1.043,1.415,0.372
"FLOW-MR-indirect","2","0.01",0,0,0,0,0
"FLOW-MR-indirect","2","1e-04",0,0,0,0,0
"FLOW-MR-indirect","2","1e-06",0,0,0,0,0
"FLOW-MR-indirect","2","1e-08",0,0,0,0,0
"MVMR-IVW","2","0.01",1.216,0.087,1.046,1.386,0.34
"MVMR-IVW","2","1e-04",1.246,0.094,1.062,1.43,0.368
"MVMR-IVW","2","1e-06",1.234,0.098,1.042,1.427,0.385
"MVMR-IVW","2","1e-08",1.256,0.107,1.047,1.465,0.418
"GRAPPLE","2","0.01",0.71,0.268,0.185,1.236,1.051
"GRAPPLE","2","1e-04",0.64,0.407,-0.158,1.438,1.596
"GRAPPLE","2","1e-06",0.728,0.358,0.026,1.43,1.404
"GRAPPLE","2","1e-08",0.871,0.335,0.215,1.528,1.313
"MVMR-Egger","2","0.01",1.176,0.108,0.964,1.387,0.423
"MVMR-Egger","2","1e-04",1.255,0.12,1.019,1.491,0.472
"MVMR-Egger","2","1e-06",1.249,0.13,0.994,1.504,0.51
"MVMR-Egger","2","1e-08",1.284,0.147,0.997,1.572,0.575
"MVMR-Robust","2","0.01",1.157,0.08,1,1.314,0.314
"MVMR-Robust","2","1e-04",1.164,0.09,0.987,1.341,0.354
"MVMR-Robust","2","1e-06",1.157,0.095,0.971,1.343,0.372
"MVMR-Robust","2","1e-08",1.172,0.106,0.964,1.38,0.416
"MVMR-cML","2","0.01",-0.251,0.302,-0.844,0.341,1.185
"MVMR-cML","2","1e-04",-0.178,0.345,-0.854,0.497,1.351
"MVMR-cML","2","1e-06",-0.128,0.354,-0.822,0.566,1.388
"MVMR-cML","2","1e-08",-0.087,0.342,-0.758,0.585,1.343
"FLOW-MR","2","0.01",1.012,0.187,0.617,1.363,0.746
"FLOW-MR","2","1e-04",1.057,0.218,0.605,1.471,0.866
"FLOW-MR","2","1e-06",1.056,0.226,0.583,1.485,0.902
"FLOW-MR","2","1e-08",1.071,0.249,0.572,1.554,0.982
"MVMR-Horse","2","0.01",1.147,0.087,0.976,1.317,0.341
"MVMR-Horse","2","1e-04",1.163,0.092,0.981,1.346,0.365
"MVMR-Horse","2","1e-06",1.14,0.096,0.961,1.33,0.369
"MVMR-Horse","2","1e-08",1.146,0.108,0.937,1.362,0.425
"FLOW-MR-indirect","2","0.01",0,0,0,0,0
"FLOW-MR-indirect","2","1e-04",0,0,0,0,0
"FLOW-MR-indirect","2","1e-06",0,0,0,0,0
"FLOW-MR-indirect","2","1e-08",0,0,0,0,0
"MVMR-IVW","2","0.01",1.325,0.082,1.164,1.486,0.322
"MVMR-IVW","2","1e-04",1.333,0.085,1.166,1.499,0.333
"MVMR-IVW","2","1e-06",1.328,0.093,1.146,1.509,0.363
"MVMR-IVW","2","1e-08",1.288,0.098,1.096,1.479,0.383
"GRAPPLE","2","0.01",1.101,0.266,0.58,1.622,1.042
"GRAPPLE","2","1e-04",1.165,0.267,0.642,1.688,1.046
"GRAPPLE","2","1e-06",1.092,0.349,0.408,1.777,1.369
"GRAPPLE","2","1e-08",0.809,0.376,0.073,1.545,1.472
"MVMR-Egger","2","0.01",1.266,0.107,1.057,1.475,0.418
"MVMR-Egger","2","1e-04",1.232,0.114,1.008,1.456,0.448
"MVMR-Egger","2","1e-06",1.269,0.127,1.021,1.518,0.497
"MVMR-Egger","2","1e-08",1.265,0.134,1.002,1.527,0.525
"MVMR-Robust","2","0.01",1.269,0.077,1.119,1.419,0.3
"MVMR-Robust","2","1e-04",1.285,0.082,1.124,1.445,0.321
"MVMR-Robust","2","1e-06",1.268,0.087,1.098,1.438,0.34
"MVMR-Robust","2","1e-08",1.209,0.09,1.034,1.385,0.351
"MVMR-cML","2","0.01",0.108,0.259,-0.399,0.615,1.014
"MVMR-cML","2","1e-04",0.195,0.264,-0.322,0.713,1.035
"MVMR-cML","2","1e-06",0.244,0.264,-0.274,0.762,1.036
"MVMR-cML","2","1e-08",-0.064,0.361,-0.771,0.644,1.415
"FLOW-MR","2","0.01",1.026,0.188,0.636,1.381,0.745
"FLOW-MR","2","1e-04",1.097,0.202,0.675,1.471,0.796
"FLOW-MR","2","1e-06",1.123,0.221,0.665,1.545,0.88
"FLOW-MR","2","1e-08",1.056,0.217,0.624,1.475,0.851
"MVMR-Horse","2","0.01",1.203,0.083,1.04,1.366,0.326
"MVMR-Horse","2","1e-04",1.246,0.089,1.076,1.431,0.355
"MVMR-Horse","2","1e-06",1.233,0.099,1.039,1.433,0.394
"MVMR-Horse","2","1e-08",1.176,0.095,0.991,1.359,0.368
"FLOW-MR-indirect","2","0.01",0,0,0,0,0
"FLOW-MR-indirect","2","1e-04",0,0,0,0,0
"FLOW-MR-indirect","2","1e-06",0,0,0,0,0
"FLOW-MR-indirect","2","1e-08",0,0,0,0,0
"MVMR-IVW","2","0.01",1.297,0.085,1.131,1.463,0.332
"MVMR-IVW","2","1e-04",1.347,0.089,1.172,1.523,0.351
"MVMR-IVW","2","1e-06",1.3,0.096,1.113,1.488,0.375
"MVMR-IVW","2","1e-08",1.285,0.103,1.082,1.487,0.405
"GRAPPLE","2","0.01",1.502,0.29,0.934,2.07,1.136
"GRAPPLE","2","1e-04",1.748,0.318,1.125,2.371,1.246
"GRAPPLE","2","1e-06",1.538,0.265,1.018,2.059,1.041
"GRAPPLE","2","1e-08",1.494,0.292,0.921,2.067,1.146
"MVMR-Egger","2","0.01",1.136,0.111,0.918,1.353,0.435
"MVMR-Egger","2","1e-04",1.168,0.118,0.936,1.399,0.463
"MVMR-Egger","2","1e-06",1.214,0.128,0.964,1.465,0.501
"MVMR-Egger","2","1e-08",1.206,0.139,0.934,1.479,0.545
"MVMR-Robust","2","0.01",1.301,0.098,1.11,1.492,0.382
"MVMR-Robust","2","1e-04",1.345,0.103,1.144,1.546,0.402
"MVMR-Robust","2","1e-06",1.293,0.11,1.076,1.509,0.433
"MVMR-Robust","2","1e-08",1.271,0.123,1.03,1.512,0.482
"MVMR-cML","2","0.01",2.221,0.208,1.813,2.629,0.816
"MVMR-cML","2","1e-04",2.51,0.279,1.964,3.056,1.092
"MVMR-cML","2","1e-06",2.328,0.27,1.799,2.858,1.059
"MVMR-cML","2","1e-08",2.049,0.212,1.634,2.464,0.83
"FLOW-MR","2","0.01",1.231,0.185,0.869,1.6,0.731
"FLOW-MR","2","1e-04",1.342,0.194,0.971,1.729,0.758
"FLOW-MR","2","1e-06",1.29,0.187,0.921,1.651,0.73
"FLOW-MR","2","1e-08",1.227,0.2,0.828,1.618,0.79
"MVMR-Horse","2","0.01",1.39,0.094,1.207,1.576,0.369
"MVMR-Horse","2","1e-04",1.419,0.093,1.238,1.605,0.367
"MVMR-Horse","2","1e-06",1.337,0.101,1.127,1.53,0.403
"MVMR-Horse","2","1e-08",1.289,0.112,1.063,1.498,0.435
"FLOW-MR-indirect","2","0.01",0,0,0,0,0
"FLOW-MR-indirect","2","1e-04",0,0,0,0,0
"FLOW-MR-indirect","2","1e-06",0,0,0,0,0
"FLOW-MR-indirect","2","1e-08",0,0,0,0,0
"MVMR-IVW","2","0.01",1.174,0.082,1.013,1.335,0.322
"MVMR-IVW","2","1e-04",1.176,0.085,1.011,1.342,0.331
"MVMR-IVW","2","1e-06",1.16,0.091,0.982,1.338,0.356
"MVMR-IVW","2","1e-08",1.158,0.098,0.966,1.35,0.384
"GRAPPLE","2","0.01",1.029,0.208,0.621,1.437,0.816
"GRAPPLE","2","1e-04",1.056,0.207,0.65,1.462,0.812
"GRAPPLE","2","1e-06",1.025,0.215,0.602,1.447,0.845
"GRAPPLE","2","1e-08",1.023,0.222,0.588,1.458,0.87
"MVMR-Egger","2","0.01",1.097,0.11,0.882,1.313,0.431
"MVMR-Egger","2","1e-04",1.1,0.115,0.876,1.325,0.449
"MVMR-Egger","2","1e-06",1.127,0.126,0.88,1.374,0.494
"MVMR-Egger","2","1e-08",1.143,0.14,0.869,1.417,0.548
"MVMR-Robust","2","0.01",1.195,0.089,1.02,1.371,0.351
"MVMR-Robust","2","1e-04",1.207,0.096,1.019,1.394,0.375
"MVMR-Robust","2","1e-06",1.191,0.103,0.989,1.393,0.404
"MVMR-Robust","2","1e-08",1.19,0.108,0.978,1.402,0.424
"MVMR-cML","2","0.01",0.298,0.231,-0.153,0.75,0.903
"MVMR-cML","2","1e-04",0.321,0.262,-0.193,0.834,1.027
"MVMR-cML","2","1e-06",0.46,0.203,0.063,0.857,0.794
"MVMR-cML","2","1e-08",0.459,0.209,0.05,0.868,0.818
"FLOW-MR","2","0.01",0.954,0.154,0.64,1.244,0.604
"FLOW-MR","2","1e-04",0.977,0.163,0.646,1.283,0.637
"FLOW-MR","2","1e-06",0.969,0.178,0.603,1.308,0.705
"FLOW-MR","2","1e-08",0.98,0.196,0.587,1.364,0.777
"MVMR-Horse","2","0.01",1.177,0.086,1.007,1.348,0.341
"MVMR-Horse","2","1e-04",1.202,0.091,1.02,1.38,0.36
"MVMR-Horse","2","1e-06",1.191,0.103,0.988,1.389,0.401
"MVMR-Horse","2","1e-08",1.206,0.107,0.993,1.417,0.424
"FLOW-MR-indirect","2","0.01",0,0,0,0,0
"FLOW-MR-indirect","2","1e-04",0,0,0,0,0
"FLOW-MR-indirect","2","1e-06",0,0,0,0,0
"FLOW-MR-indirect","2","1e-08",0,0,0,0,0
"MVMR-IVW","2","0.01",1.224,0.088,1.051,1.397,0.346
"MVMR-IVW","2","1e-04",1.207,0.096,1.019,1.395,0.376
"MVMR-IVW","2","1e-06",1.126,0.107,0.915,1.336,0.421
"MVMR-IVW","2","1e-08",1.106,0.114,0.883,1.329,0.446
"GRAPPLE","2","0.01",0.008,0.776,-1.514,1.529,3.043
"GRAPPLE","2","1e-04",0.135,0.66,-1.159,1.429,2.588
"GRAPPLE","2","1e-06",-2.163,2.25,-6.572,2.247,8.819
"GRAPPLE","2","1e-08",-1.493,1.603,-4.634,1.648,6.282
"MVMR-Egger","2","0.01",1.184,0.115,0.958,1.409,0.451
"MVMR-Egger","2","1e-04",1.155,0.129,0.901,1.408,0.507
"MVMR-Egger","2","1e-06",1.147,0.145,0.864,1.43,0.566
"MVMR-Egger","2","1e-08",1.175,0.156,0.87,1.48,0.61
"MVMR-Robust","2","0.01",1.294,0.105,1.087,1.5,0.413
"MVMR-Robust","2","1e-04",1.277,0.117,1.048,1.507,0.459
"MVMR-Robust","2","1e-06",1.182,0.126,0.934,1.43,0.496
"MVMR-Robust","2","1e-08",1.172,0.135,0.907,1.438,0.531
"MVMR-cML","2","0.01",0.097,0.249,-0.39,0.584,0.974
"MVMR-cML","2","1e-04",0.003,0.265,-0.517,0.523,1.04
"MVMR-cML","2","1e-06",-0.283,0.328,-0.927,0.36,1.287
"MVMR-cML","2","1e-08",-0.249,0.357,-0.948,0.449,1.397
"FLOW-MR","2","0.01",0.694,0.283,0.123,1.223,1.1
"FLOW-MR","2","1e-04",0.822,0.255,0.292,1.3,1.008
"FLOW-MR","2","1e-06",0.72,0.257,0.209,1.209,1
"FLOW-MR","2","1e-08",0.734,0.264,0.19,1.232,1.042
"MVMR-Horse","2","0.01",1.223,0.099,1.031,1.424,0.393
"MVMR-Horse","2","1e-04",1.217,0.11,1.007,1.443,0.436
"MVMR-Horse","2","1e-06",1.061,0.121,0.809,1.296,0.487
"MVMR-Horse","2","1e-08",1.114,0.132,0.859,1.378,0.519
"FLOW-MR-indirect","2","0.01",0,0,0,0,0
"FLOW-MR-indirect","2","1e-04",0,0,0,0,0
"FLOW-MR-indirect","2","1e-06",0,0,0,0,0
"FLOW-MR-indirect","2","1e-08",0,0,0,0,0
"MVMR-IVW","2","0.01",1.317,0.083,1.155,1.478,0.323
"MVMR-IVW","2","1e-04",1.277,0.084,1.112,1.443,0.331
"MVMR-IVW","2","1e-06",1.317,0.09,1.141,1.493,0.352
"MVMR-IVW","2","1e-08",1.3,0.097,1.111,1.49,0.379
"GRAPPLE","2","0.01",1.244,0.598,0.072,2.416,2.344
"GRAPPLE","2","1e-04",0.75,0.695,-0.614,2.113,2.727
"GRAPPLE","2","1e-06",1.383,0.497,0.41,2.356,1.946
"GRAPPLE","2","1e-08",1.304,0.525,0.275,2.332,2.057
"MVMR-Egger","2","0.01",1.161,0.104,0.958,1.364,0.406
"MVMR-Egger","2","1e-04",1.147,0.109,0.934,1.359,0.425
"MVMR-Egger","2","1e-06",1.212,0.118,0.981,1.444,0.463
"MVMR-Egger","2","1e-08",1.255,0.133,0.994,1.515,0.521
"MVMR-Robust","2","0.01",1.321,0.096,1.132,1.509,0.377
"MVMR-Robust","2","1e-04",1.294,0.097,1.103,1.485,0.382
"MVMR-Robust","2","1e-06",1.311,0.096,1.122,1.5,0.378
"MVMR-Robust","2","1e-08",1.292,0.101,1.095,1.49,0.395
"MVMR-cML","2","0.01",0.287,0.239,-0.181,0.755,0.936
"MVMR-cML","2","1e-04",0.269,0.27,-0.26,0.798,1.058
"MVMR-cML","2","1e-06",0.623,0.249,0.135,1.11,0.975
"MVMR-cML","2","1e-08",0.562,0.258,0.057,1.067,1.01
"FLOW-MR","2","0.01",1.095,0.205,0.667,1.49,0.823
"FLOW-MR","2","1e-04",1.094,0.216,0.643,1.514,0.871
"FLOW-MR","2","1e-06",1.221,0.22,0.789,1.656,0.867
"FLOW-MR","2","1e-08",1.232,0.238,0.755,1.69,0.935
"MVMR-Horse","2","0.01",1.336,0.09,1.159,1.509,0.35
"MVMR-Horse","2","1e-04",1.311,0.091,1.136,1.495,0.359
"MVMR-Horse","2","1e-06",1.336,0.092,1.158,1.514,0.356
"MVMR-Horse","2","1e-08",1.32,0.093,1.137,1.503,0.366
"FLOW-MR-indirect","2","0.01",0,0,0,0,0
"FLOW-MR-indirect","2","1e-04",0,0,0,0,0
"FLOW-MR-indirect","2","1e-06",0,0,0,0,0
"FLOW-MR-indirect","2","1e-08",0,0,0,0,0
"MVMR-IVW","2","0.01",1.143,0.088,0.97,1.316,0.346
"MVMR-IVW","2","1e-04",1.199,0.09,1.022,1.376,0.354
"MVMR-IVW","2","1e-06",1.19,0.097,0.999,1.38,0.381
"MVMR-IVW","2","1e-08",1.196,0.1,0.999,1.392,0.393
"GRAPPLE","2","0.01",-2.734,3.417,-9.432,3.963,13.395
"GRAPPLE","2","1e-04",-0.048,1.127,-2.255,2.16,4.415
"GRAPPLE","2","1e-06",0.541,0.537,-0.511,1.594,2.105
"GRAPPLE","2","1e-08",0.753,0.376,0.017,1.49,1.473
"MVMR-Egger","2","0.01",1.12,0.115,0.895,1.345,0.45
"MVMR-Egger","2","1e-04",1.186,0.124,0.944,1.429,0.485
"MVMR-Egger","2","1e-06",1.252,0.136,0.985,1.519,0.534
"MVMR-Egger","2","1e-08",1.312,0.146,1.025,1.599,0.574
"MVMR-Robust","2","0.01",1.17,0.075,1.023,1.318,0.295
"MVMR-Robust","2","1e-04",1.207,0.078,1.055,1.359,0.304
"MVMR-Robust","2","1e-06",1.193,0.079,1.038,1.347,0.309
"MVMR-Robust","2","1e-08",1.202,0.083,1.04,1.364,0.324
"MVMR-cML","2","0.01",-0.1,0.282,-0.653,0.453,1.106
"MVMR-cML","2","1e-04",0.305,0.237,-0.159,0.77,0.929
"MVMR-cML","2","1e-06",0.06,0.332,-0.591,0.711,1.302
"MVMR-cML","2","1e-08",0.309,0.268,-0.215,0.833,1.048
"FLOW-MR","2","0.01",0.867,0.26,0.313,1.329,1.016
"FLOW-MR","2","1e-04",0.956,0.25,0.425,1.42,0.995
"FLOW-MR","2","1e-06",0.969,0.242,0.474,1.423,0.949
"FLOW-MR","2","1e-08",1.019,0.236,0.538,1.477,0.939
"MVMR-Horse","2","0.01",1.131,0.095,0.944,1.319,0.375
"MVMR-Horse","2","1e-04",1.17,0.097,0.977,1.365,0.388
"MVMR-Horse","2","1e-06",1.179,0.1,0.983,1.372,0.389
"MVMR-Horse","2","1e-08",1.199,0.1,1,1.396,0.396
"FLOW-MR-indirect","2","0.01",0,0,0,0,0
"FLOW-MR-indirect","2","1e-04",0,0,0,0,0
"FLOW-MR-indirect","2","1e-06",0,0,0,0,0
"FLOW-MR-indirect","2","1e-08",0,0,0,0,0
"MVMR-IVW","2","0.01",1.278,0.091,1.101,1.456,0.355
"MVMR-IVW","2","1e-04",1.281,0.094,1.098,1.465,0.367
"MVMR-IVW","2","1e-06",1.29,0.096,1.102,1.478,0.376
"MVMR-IVW","2","1e-08",1.26,0.103,1.058,1.463,0.405
"GRAPPLE","2","0.01",1.218,0.331,0.569,1.868,1.299
"GRAPPLE","2","1e-04",1.278,0.286,0.717,1.838,1.121
"GRAPPLE","2","1e-06",1.184,0.364,0.471,1.898,1.427
"GRAPPLE","2","1e-08",1.042,0.394,0.27,1.814,1.544
"MVMR-Egger","2","0.01",1.19,0.114,0.967,1.412,0.445
"MVMR-Egger","2","1e-04",1.204,0.119,0.971,1.436,0.465
"MVMR-Egger","2","1e-06",1.24,0.122,1.002,1.478,0.476
"MVMR-Egger","2","1e-08",1.233,0.134,0.971,1.496,0.525
"MVMR-Robust","2","0.01",1.324,0.104,1.12,1.527,0.407
"MVMR-Robust","2","1e-04",1.334,0.112,1.114,1.554,0.44
"MVMR-Robust","2","1e-06",1.313,0.121,1.077,1.55,0.473
"MVMR-Robust","2","1e-08",1.274,0.123,1.034,1.515,0.481
"MVMR-cML","2","0.01",0.073,0.283,-0.482,0.629,1.111
"MVMR-cML","2","1e-04",0.2,0.295,-0.377,0.778,1.155
"MVMR-cML","2","1e-06",0.199,0.304,-0.397,0.795,1.192
"MVMR-cML","2","1e-08",0.038,0.354,-0.655,0.732,1.387
"FLOW-MR","2","0.01",0.976,0.207,0.545,1.358,0.813
"FLOW-MR","2","1e-04",1.008,0.205,0.586,1.397,0.811
"FLOW-MR","2","1e-06",1.043,0.2,0.623,1.416,0.793
"FLOW-MR","2","1e-08",1.034,0.214,0.59,1.441,0.851
"MVMR-Horse","2","0.01",1.316,0.095,1.126,1.5,0.374
"MVMR-Horse","2","1e-04",1.321,0.096,1.129,1.507,0.378
"MVMR-Horse","2","1e-06",1.296,0.101,1.104,1.5,0.396
"MVMR-Horse","2","1e-08",1.276,0.111,1.056,1.496,0.44
"FLOW-MR-indirect","2","0.01",0,0,0,0,0
"FLOW-MR-indirect","2","1e-04",0,0,0,0,0
"FLOW-MR-indirect","2","1e-06",0,0,0,0,0
"FLOW-MR-indirect","2","1e-08",0,0,0,0,0
"MVMR-IVW","2","0.01",1.33,0.09,1.153,1.506,0.353
"MVMR-IVW","2","1e-04",1.265,0.096,1.078,1.453,0.375
"MVMR-IVW","2","1e-06",1.222,0.101,1.024,1.421,0.397
"MVMR-IVW","2","1e-08",1.25,0.111,1.033,1.466,0.433
"GRAPPLE","2","0.01",1.416,0.332,0.765,2.067,1.302
"GRAPPLE","2","1e-04",1.14,0.518,0.126,2.155,2.029
"GRAPPLE","2","1e-06",0.962,0.47,0.04,1.883,1.843
"GRAPPLE","2","1e-08",0.952,0.618,-0.259,2.163,2.422
"MVMR-Egger","2","0.01",1.23,0.113,1.008,1.452,0.444
"MVMR-Egger","2","1e-04",1.158,0.123,0.917,1.399,0.482
"MVMR-Egger","2","1e-06",1.205,0.131,0.949,1.461,0.512
"MVMR-Egger","2","1e-08",1.274,0.147,0.987,1.562,0.575
"MVMR-Robust","2","0.01",1.32,0.08,1.163,1.478,0.315
"MVMR-Robust","2","1e-04",1.27,0.081,1.112,1.429,0.317
"MVMR-Robust","2","1e-06",1.231,0.085,1.064,1.399,0.335
"MVMR-Robust","2","1e-08",1.265,0.092,1.084,1.445,0.361
"MVMR-cML","2","0.01",0.65,0.186,0.285,1.015,0.73
"MVMR-cML","2","1e-04",0.379,0.278,-0.165,0.923,1.088
"MVMR-cML","2","1e-06",0.222,0.291,-0.35,0.793,1.143
"MVMR-cML","2","1e-08",0.401,0.289,-0.166,0.968,1.134
"FLOW-MR","2","0.01",1.15,0.277,0.557,1.659,1.102
"FLOW-MR","2","1e-04",1.029,0.263,0.453,1.501,1.048
"FLOW-MR","2","1e-06",1.008,0.245,0.513,1.473,0.96
"FLOW-MR","2","1e-08",1.082,0.256,0.539,1.552,1.013
"MVMR-Horse","2","0.01",1.328,0.093,1.152,1.516,0.364
"MVMR-Horse","2","1e-04",1.258,0.101,1.06,1.457,0.397
"MVMR-Horse","2","1e-06",1.199,0.105,1.005,1.403,0.398
"MVMR-Horse","2","1e-08",1.288,0.113,1.067,1.514,0.447
"FLOW-MR-indirect","2","0.01",0,0,0,0,0
"FLOW-MR-indirect","2","1e-04",0,0,0,0,0
"FLOW-MR-indirect","2","1e-06",0,0,0,0,0
"FLOW-MR-indirect","2","1e-08",0,0,0,0,0
"MVMR-IVW","2","0.01",1.285,0.089,1.111,1.459,0.348
"MVMR-IVW","2","1e-04",1.295,0.095,1.11,1.481,0.371
"MVMR-IVW","2","1e-06",1.253,0.1,1.057,1.449,0.392
"MVMR-IVW","2","1e-08",1.244,0.104,1.04,1.447,0.407
"GRAPPLE","2","0.01",0.958,0.8,-0.611,2.526,3.137
"GRAPPLE","2","1e-04",1.028,1.016,-0.963,3.018,3.981
"GRAPPLE","2","1e-06",0.934,0.523,-0.092,1.96,2.052
"GRAPPLE","2","1e-08",0.984,0.351,0.296,1.672,1.376
"MVMR-Egger","2","0.01",1.229,0.121,0.992,1.466,0.474
"MVMR-Egger","2","1e-04",1.212,0.133,0.95,1.473,0.523
"MVMR-Egger","2","1e-06",1.218,0.144,0.937,1.5,0.563
"MVMR-Egger","2","1e-08",1.251,0.157,0.944,1.558,0.614
"MVMR-Robust","2","0.01",1.247,0.088,1.074,1.42,0.346
"MVMR-Robust","2","1e-04",1.258,0.098,1.066,1.45,0.384
"MVMR-Robust","2","1e-06",1.22,0.102,1.019,1.42,0.401
"MVMR-Robust","2","1e-08",1.21,0.106,1.003,1.418,0.415
"MVMR-cML","2","0.01",0.245,0.237,-0.219,0.709,0.928
"MVMR-cML","2","1e-04",2.203,0.246,1.72,2.686,0.966
"MVMR-cML","2","1e-06",0.114,0.291,-0.456,0.684,1.14
"MVMR-cML","2","1e-08",0.168,0.302,-0.423,0.76,1.183
"FLOW-MR","2","0.01",1.032,0.302,0.43,1.627,1.197
"FLOW-MR","2","1e-04",1.075,0.289,0.497,1.643,1.146
"FLOW-MR","2","1e-06",1.052,0.259,0.538,1.568,1.03
"FLOW-MR","2","1e-08",1.057,0.241,0.57,1.524,0.954
"MVMR-Horse","2","0.01",1.252,0.103,1.053,1.451,0.398
"MVMR-Horse","2","1e-04",1.253,0.108,1.048,1.466,0.418
"MVMR-Horse","2","1e-06",1.194,0.115,0.982,1.417,0.435
"MVMR-Horse","2","1e-08",1.191,0.116,0.971,1.421,0.45
"FLOW-MR-indirect","2","0.01",0,0,0,0,0
"FLOW-MR-indirect","2","1e-04",0,0,0,0,0
"FLOW-MR-indirect","2","1e-06",0,0,0,0,0
"FLOW-MR-indirect","2","1e-08",0,0,0,0,0
"MVMR-IVW","2","0.01",1.263,0.083,1.101,1.426,0.325
"MVMR-IVW","2","1e-04",1.252,0.083,1.089,1.415,0.326
"MVMR-IVW","2","1e-06",1.27,0.088,1.099,1.442,0.343
"MVMR-IVW","2","1e-08",1.272,0.093,1.089,1.455,0.366
"GRAPPLE","2","0.01",1.132,0.378,0.39,1.873,1.483
"GRAPPLE","2","1e-04",1.196,0.259,0.689,1.704,1.015
"GRAPPLE","2","1e-06",1.287,0.296,0.707,1.868,1.161
"GRAPPLE","2","1e-08",1.271,0.295,0.692,1.849,1.157
"MVMR-Egger","2","0.01",1.159,0.104,0.955,1.363,0.408
"MVMR-Egger","2","1e-04",1.189,0.108,0.977,1.401,0.424
"MVMR-Egger","2","1e-06",1.26,0.114,1.036,1.483,0.447
"MVMR-Egger","2","1e-08",1.274,0.125,1.029,1.518,0.489
"MVMR-Robust","2","0.01",1.275,0.067,1.144,1.407,0.263
"MVMR-Robust","2","1e-04",1.267,0.068,1.133,1.401,0.268
"MVMR-Robust","2","1e-06",1.278,0.068,1.144,1.412,0.268
"MVMR-Robust","2","1e-08",1.277,0.07,1.14,1.415,0.275
"MVMR-cML","2","0.01",0.299,0.229,-0.15,0.749,0.899
"MVMR-cML","2","1e-04",0.661,0.2,0.269,1.053,0.784
"MVMR-cML","2","1e-06",0.963,0.221,0.531,1.396,0.865
"MVMR-cML","2","1e-08",0.994,0.191,0.618,1.369,0.751
"FLOW-MR","2","0.01",1.104,0.194,0.696,1.471,0.775
